Time,ajankaytto,tyo_materiaali,tyo_harjoitukset,haaste_materiaali,haaste_harjoitukset,hyodyllisyys,innostavuus,soveltuvuus,mita_opin,vapaa_palaute
2016-03-21 08:32:59.308178+00:00,0,2,2,1,2,2,2,3,"Hyviä tehtäväesimerkkejä harjoitteista ja Padletista.",""
2016-03-21 07:15:04.838215+00:00,2,2,2,2,2,2,2,2,"Lisää toimintoja Scratchistä.","Edelleen on kiva opetella Scratchia.
2016-03-21 06:16:04.739086+00:00,1,2,3,2,3,2,1,2,"",""
2016-03-20 22:10:30.516259+00:00,2,2,2,2,2,3,3,3,"",""
2016-03-20 19:41:26.591927+00:00,0,1,0,2,1,1,1,1,"hoksasin, että ei tarvitse tehdä 'pitkää pötköä' eli lauseita, kun käyttää ' 10 x' -lausetta.","Oli vaikea hahmottaa, että tehtävissä 6 ja 7 tosiaan oli pieni ero; toisessa kissa pysähtyi reunaan, toisessa se vaan jatkoi kulkuaan. Pitkään luulin, että vahingossa oli tullut ihan sama tehtävä. Edelleenkään en tajua pedagog. tehtävää...."
2016-03-20 18:34:24.044653+00:00,0,2,2,2,2,3,2,3,"Ehtolauseke ja Boolen jutut olivat aivan uusia.",""
2016-03-20 18:16:04.490497+00:00,3,0,0,1,1,2,2,2,"En oikein oppinut ehtolausetta, Boolen lauseke jäi vielä epäselvemmäksi. En tosin ole vielä tehnyt animaatiota.",""
2016-03-20 17:49:45.978024+00:00,0,2,2,2,2,3,3,3,"Uusia toimintoja Scratch-ohjelmassa. Muiden remix-töiden tarkasteleminen oli hyödyllistä - niistä sai vinkkejä kokeiltavaksi itselle.",""
2016-03-20 17:44:32.321454+00:00,0,2,2,1,2,2,1,1,"",""
2016-03-20 17:25:14.171773+00:00,2,2,3,2,2,3,3,3,"Opin mikä on ehtolauseke.
2016-03-20 16:26:45.011663+00:00,1,2,2,2,2,4,4,4,"Opin ymmärtämään miten ehtolausetta käytetään ja opin myös käyttämään oman toiminnon antamista. Oivalsin myös miten liukumista käytetään.Tänään opin enemmän kuin muilla kerroilla, alan tajuamaan mistä tässä on kyse.",""
2016-03-20 16:02:40.804974+00:00,0,2,2,2,2,3,3,3,"Opin ehtolauseen yhdistämisen scratch-ohjelmalla lausekkeeseen. Koodaaminen monipuolistui jo paljon ja mielenkiinto ja innostavuus lisääntyi. Pedagogisista ideoista tuleejo poimittua omaan opetukseen vinkkejä. :)",""
2016-03-20 15:37:51.276928+00:00,1,2,2,2,2,3,3,4,"Ehtolauseiden käyttäminen on oppilaista aina kivaa. He oikein odottavat erilaisten tehtävienkin yhteydessä liittyykö ehtolause heihin itseensä. Esimerkiksi värileikissä oppilas odottaa innolla löytyykö itsestä sitä väriä, jonka leikin ohjaaja sanoo. Ehtolauseessa siis pitää jonkin asian olla totta, jotta jokin toinen asia voi tapahtua. Sen avulla voidaan esimerkiksi määritellä moniko oppilas liikkuu eteenpäin (esim. joka toinen, ne joilla on mustat sukat tms). Tuolloin toiset tietysti jäävät riviin seisomaan ja sillä tavalla saadaan vaikkapa jaettua luokka kahteen ryhmään. ",""
2016-03-20 15:26:32.924322+00:00,0,2,1,1,2,2,1,2,"",""
2016-03-20 15:01:39.580670+00:00,0,2,1,2,1,2,2,2,"Kertasin aiemmin oppimaani boolen lausetta. Lisäksi tutustuin jälleen uusiin scratchin ohjelmointi-ideoihin. ","Harjoitustehtäviä saisi olla enemmän. Alussa on mielestäni parempi yrittää tehdä ratkaisukoodia valmiiseen ongelmaan kuin keksiä ensin koodaustehtävä itse ja ratkaista se. Lisäksi valmiit koodaustehtävät voisi rakentaa siten, että niiden ratkaisussa joutuu käyttämään monipuolisesti ohjelmointityökaluja. Harjoitustehtävät voisivat olla myös sellaisia, että vain oikean ratkaisun jälkeen saisi jakson suoritettua hyväksytysti."
2016-03-20 14:51:23.580962+00:00,1,2,2,2,2,2,3,3,"Ehtolausekkeen käyttö oli aikas kivaa.","X:n arvon yritin lisätä alkuun suoraan kirjoittamalla. Tarvitsin kokeneemman neuvoa, että ymmärsin miten x:n arvo pitää laittaa."
2016-03-20 14:01:53.747199+00:00,0,1,2,1,2,2,2,2,"Ehtolauseen käyttöä Scratchissa.",""
2016-03-20 13:20:26.741170+00:00,0,2,2,2,2,3,2,3,"Erilaiset ehtolausekkeet ja niiden toimivuus scratchilla",""
2016-03-20 13:07:59.510779+00:00,1,2,2,2,1,3,3,3,"Opin tekemään animaation, jossa pelaaja saa vaikuttaa tapahtumien kulkuun. Hauskaa oli!",""
2016-03-20 13:05:43.954499+00:00,0,2,1,2,2,3,3,3,"","6. ja 7. tehtävä olivat hyvin samankaltaiset. Tein vahingossa 6. tehtävän jo niin kuin 7. tehtävässä ohjeistettiin. "
2016-03-20 13:02:05.208762+00:00,1,2,2,2,2,4,4,4,"Opin tekemään erillaisia ehtolausekoodauksia: jos-niin ja toista-kunnus sekä yhdistelemään niitä aiemmin oppimaani. Nyt alkaa tuntua, että tällä saa jotain järkevääkin aikaiseksi, kun saa työkaluja itselleen lisää.",""
2016-03-20 13:00:08.378041+00:00,0,0,4,4,4,4,3,4,"En mitään","Kaipaan selkeät ohjeet miten tätä scratch- ohjelmaa käytetään. Loputtomiin omalla ajalla ei toimi pelaajaoppimis-idea. Aikuisella ei ole aikaa pelleillä loputtomiin. 
2016-03-20 12:58:57.066947+00:00,0,2,2,2,2,4,4,4,"Opin ehtolauseen. Jouduin hieman miettimään kissan pysähtymistä.",""
2016-03-20 12:14:33.451955+00:00,1,2,2,1,3,3,3,2,"Opittava käsite ehtolause ei ollut kovin vaikea ymmärtää. Sen toteuttaminen koodauksessa olikin hieman haastavampaa, kun tällaista ei ole tehnyt aiemmin. Koin haasteen 7 paljon helpommaksi kuin haasteen 6, jonka kanssa työskentelin huomattavasti pidempään. Luova tehtävä tuli myös yritysten ja erehdysten kautta kokeiltua, mutta edelleen se jäi jakamatta...",""
2016-03-20 11:50:57.104367+00:00,0,2,2,2,2,4,2,3,"Mielestäni scratchin toimintopalikat eivät ole helposti ymmärrettävissä, nyt ymmärrys lisääntyi taas muutaman palasen käytön suhteen. Scratch junior on kyllä tähän verrattuna lasten leikkiä, vaikken ymmärrä miten silläkään saa tehtyä pitkiä animaatioita saati pelejä. Siispä jää luova koodaustehtävä taas tekemättä... Ei tule mieleen ideaa eikä ole osaamista.",""
2016-03-20 11:08:48.577285+00:00,0,2,1,1,1,3,2,4,"Ohjelmointikomennot syventyivät sopivasti ja aloin ajattelemaan niitä myös vaikeampien sovellusten kautta. Oppilaiden kanssa voisi Scratchin käytön jälkeen myös miettiä, missä arkipäivän esineissä tällaista ohjelmointia esiintyy ja johdatella tietokone ohjelmien komentojen maailmaan.","Omasta ajatuksesta ponnistaen voisi jaksoon liittää myös ihan koodaus esimerkkejä toiminnoista esimerkiksi miten ne toimivat tietokoneohjelmien sisällä."
2016-03-20 10:39:45.172132+00:00,1,2,1,2,2,3,3,3,"Opin miettimään, kuinka ehtolause vaikuttaa koodiin ja etenkin sitä, missä vaiheessa ehtolausepalikka on syytä laittaa, jotta koko koodi toistuu halutulla tavalla ehtolause mukaan lukien. Yritys ja erehdys on tässäkin parasta. :)","Mukavaa on se, että jokaisessa uudessa tehtävässä voi hyödyntää edellistä tehtävää ja siinä kirjoitettua koodia. Välillä täytyy huomata vain se, että väliin täytyykin ajatella uudella tavalla jokin pieni palanen, joka muuttaa koodin haluttuun suuntaan vaikka käytettäisiinkin vanhaa  pohjaa."
2016-03-20 10:39:09.720211+00:00,0,1,2,1,2,2,2,2,"",""
2016-03-20 10:32:13.263774+00:00,2,2,2,2,2,3,2,3,"Opin ehtolauseen ja vähän Boolean lausekkeista.
2016-03-20 10:31:58.309672+00:00,0,0,2,0,3,1,0,0,"Tästä opastuksesta hyvin vähän.","Koen, että ohjeet ovat riittämättömät. Koen tämän ohjelman olevan vaikea hallita aloittelijalle ja suivaannuttaa, sillä joudun etsimään riittävät ohjeet sen käyttämiseen kurssin ulkopuolelta. 
2016-03-20 10:29:06.419599+00:00,2,2,2,2,2,4,4,4,"Opin lisäämään ja hyödyntämään ehtolausekkeita. Omaan luovaan tehtävään olin tyytyväinen, kun oppii koko ajan lisää ja tekemään parempia animaatioita. ",""
2016-03-20 09:42:46.605303+00:00,3,2,2,2,2,2,2,2,"Opin jotain uutta interaktiivisuudesta.",""
2016-03-20 08:02:46.418090+00:00,1,2,3,3,3,2,2,2,"lisäämään ehtolauseen hahmon puuhiin","Voisiko saada hieman enemmän ohjeita? Itseopiskellen oikeat ratkaisutkin olisi mukavaa nähdä, nyt jää hieman arvailujen varaan pelkästä animaatiosta."
2016-03-20 07:56:01.010233+00:00,0,2,2,1,1,3,3,3,"",""
